Quote,Keyword
"The need of an insecure psychiatrist to draw security from a virtuous adjustment to the conventionalities of his time and from a quest for approval from ""the good and the great"" may turn out to be another agent interfering with his ability to listen in a therapeutically valid fashion. This type of dependence gives rise to the danger that the psychiatrist may consider the changeable man-made standards of the society in which he lives to be eternal values to which he and his patients must conform.",fashion
"We've got to teach history based not on what's in fashion but what's important. If we forget what we did, we won't know who we are. I'm warning of an eradication of the American memory that could result, ultimately, in an erosion of the American spirit.",fashion
"'Fast fashion' means we over-consume and under-use clothes, fashion retailers must take responsibility for the clothes they produce.",fashion
"*** (c)(p)- IT SADDENS ME TO SAY THIS BUT THE TECHNOLOGY WE CREATE WILL DETERMINE OUR FATE. ALREADY WE ARE WITNESSING THE MANY TRAFFIC DEATHS CAUSED WITH THE USE OF IPHONES/CAMERAS WHILE DRIVING. I PREDICT THAT MOST OF OUR YOUNG PEOPLE WILL BEGIN TO SHOW PROBLEMS WITH THEIR EYES IN VISION AND ACCOMMODATION DUE TO MUSCLE WEAKNESS AND FATIGUE ANOTHER AREA OF CONCERN WILL BE LIKE A CARPAL TUNNEL SYNDROME OF FINGERS , WRIST, AND THUMB.",technology
Any sufficiently advanced technology is indistinguishable from magic.,technology
Humanity is acquiring all the right technology for all the wrong reasons.,technology
"I believe that the next 10 years will be defined by technology that empowers creation, i am inspired by the 'Minecraft' generation who see themselves not as players of a game but as creators of new works that they dream up.",technology
I've always wanted to own and control the primary technology in everything we do.,technology
"James Scott, ICIT, Senior Fellow, Institute for Critical Infrastructure Technology, Cybersecurity , America , Hegelian dialectic style manipulation , society",technology
"Our platform provides a solution for any business to operate, manage and scale their technology needs",technology
"Technology made large populations possible, large populations now make technology indispensable.",technology
Technology will never deliver us from evil. Only decent people can.,technology
TECHNOTYRANNICAL SOCIETY- CREATOR AND OF THE STATEMENT- THE TECHNOLOGY WE CREATE WILL ULTIMATELY DETERMINE OUR FATE. BABYLON'S GENOCIDAL TO DESTROY SOCIETY. R.A.S.P.E.C.T1,technology
"The idea that Bill Gates has appeared like a knight in shining armour to lead all customers out of a mire of technological chaos neatly ignores the fact that it was he, by peddling second-rate technology, who led them into it in the first place.",technology
"We've arranged a civilization in which most crucial elements profoundly depend on science and technology. We have also arranged things so that almost no one understands science and technology. This is a prescription for disaster. We might get away with it for a while, but sooner or later this combustible mixture of ignorance and power is going to blow up in our faces.",technology
"Why all this fear and paranoia around Vault 7 and WikiLeaks? Solve the problem by demanding regulation that centers around Security by Design by technology manufactures, problem solved",technology
"If our greatest need had been information, God would have sent an educator. If our greatest need had been technology, God would have sent us a scientist. If our greatest need had been money, God would have sent us an economist. But since our greatest need was forgiveness, God sent us a Savior.",technology
"The most significant attribute and personality trait someone can possess is constant renewal; the continual process of renewing our wisdom in our personal life and in the workplace. This quote is an excerpt from the speech I gave the Broward County, City and County Managers Association in 1994. The theme of the presentation was how to identify higher-quality applicants and employees currently working in the organization. The concept is simple; some constantly learn what’s new and keep up to date on innovations and technology, while most only learn and are diffused by the renewal group.",technology
"""Courage is not just about bravery. It is also about integrity and persistence to do the right thing against all odds and in the midst of danger. It is not the bravery of a criminal to execute heinous crimes such as suicide bombing, or daredevil armed robbery etc. It is therefore important to point out that the courage we are talking about here is moral courage, which has been described as the essence of leadership."" Chika Onuegbu in his 2016 paper titled ""The Courage to Stand For Students Union"" presented to the Students Union Government of the Rivers State University of Science and Technology.",technology
"A smart city is an intelligent town that provides enormous possibilities for human growth through art, culture, social, architectural, economic, political, environmental, and scientific flowering with the optimal mix of nature, technology, humanity, and arts.",technology
Our reliance on technology has led to real vulnerabilities that our adversaries are eager to exploit.,technology
"Science and technology revolutionize our lives, but memory, tradition and myth frame our response. Expelled from individual consciousness by the rush of change, history finds its revenge by stamping the collective unconsciousness with habits, values, expectations, dreams. The dialectic between past and future will continue to form our lives.",technology
I fear the day when technology overlaps with our humanity. The world will have a generation of idiots”.,technology
New capabilities emerge just by virtue of having smart people with access to state-of-the-art technology.,technology
It has become appallingly obvious that our technology has exceeded our humanity.,technology
"What is most beautiful in this world of ours has been created by man's labour, by his clever hands; all our thoughts and ideas spring from the process of labour, and this is something the history of art, science and technology convinces us of.",technology
Our interest is to build up financial technology in Asia and capitalise on the financial boom in Singapore and Shanghai.,technology
"2014 was the best year since the late 90s in terms of job growth and we see a real hop in the step of this economy, i think in the grand scheme, I'm confident that we can recover quickly.",job
"A teacher’s job is to educate, not defend.",job
Anyone who is capable of getting themselves made President should on no account be allowed to do the job.,job
"Certainly in the next 50 years we shall see a woman president, perhaps sooner than you think. A woman can and should be able to do any political job that a man can do.",job
Change is inevitable. Change for the better is a full-time job.,job
Do not expect the best and the collective results if you hire the idiot ones for any job.,job
"Dont try to go too fast. Learn your job. Dont ever talk until you know what youre talking about. If you want to get along, go along.",job
"Employment in the private sector company largely means slavery, poor salary, no job security, no appreciation, exploitation, harassment ,humiliation, eventually to be thrown out of the organization for no valid reason.",job
Film work is a job I like to do because I really love to solve problems.,job
"Great men of action ... never mind on occasion being ridiculous in a sense it is part of their job, and at times they all are. A prophet or an achiever must never mind an occasional absurdity, it is an occupational risk.",job
He who expects the respect from others for himself could neither get along well with any woman especially his wife nor can stay for a long period in a job of any organization in his life.,job
"I did not feel that much pressure because I did a great job today. So whatever, I'm going to win or lose.",job
"I left my good paying job and my comfort zone with a dollar in my wallet, nothing in my bank account, bad pension and a good direction of where am going. I will get there",job
I've got a woman's ability to stick to a job and get on with it when everyone else walks off and leaves it.,job
"If a man is called to be a streetsweeper, he should sweep streets even as Michelangelo painted or Beethoven composed music or Shakespeare wrote poetry. He should sweep streets so well that all the hosts of heaven and earth will pause and say, ""Here lived a great streetsweeper who did his job well.""",job
"If a person’s life objective has been endorsed by his inner call, then he is bound to repeatedly fail and fall for he is scaling up the wall which is very tall and that’s not an easy job for anyone at all.",job
"If there is any one proof of a man's incompetence, it is the stagnant mentality of a worker who, doing some small routine job in a vast undertaking, does not care to look beyond the lever of a machine, does not choose to know how the machine got there or what makes his job possible, and proclaims that the management of the undertaking is parasitical and unneccessary.",job
"If you do a good job for others, you heal yourself at the same time, because a dose of joy is a spiritual cure.",job
"If you have a job without aggravation, you don't have a job.",job
"If you want to make certain a job gets done, give it to somebody who is really busy. They'll have their secretary do it.",job
"In the past when I was on protests, it was always people shouting out of the cars,' get a job, get a bath, get a haircut,' so, am I a dole-scrounging hippie, or am I middle class and privileged ? Just by stepping forward, somehow you become scrutinized, rather than the actual issues that count.",job
It is always difficult for an emotional person to choose an option between the job and the business because a job essentially requires slavery capacity to rise up and a business basically needs knavery capability to scale up.,job
It is difficult to get a man to understand something when his job depends on not understanding it.,job
"It may not be our job to impose sanctions on him, but it is our job to make his pattern of revolting behavior clear — piece by painful piece. Aren’t we failing to fulfill our duty to the American people if we willingly ‘conspire’ with the president in an effort to conceal the true nature of his acts?",job
"A man should neither brag about a long tenure spent as an employee at any position of an organization nor boost of a happy, long-married life with a woman as both are nothing but manifestation of slavery.",organization
A piece of unsolicited humble advice to one who tries to brag the long tenure size with a single organization as his or her loyalty- Request please don’t misguide own conscience and observe the point of view of others who can see it only through their eyes.,organization
Any organization consisting of three or more members existing for more than three weeks must only be serving the interests of its strongest member(s).,organization
Better remain jobless than work with a private organization that treats inhumanly and humiliates its employees.,organization
"Bigger the slave, higher the growth that employee can have and longer the tenure he spends there in the organization.",organization
"Bigger the slave, higher the growth that employee can have and longer the tenure he spends there in the single organization.",organization
"Employment in the private sector company largely means slavery, poor salary, no job security, no appreciation, exploitation, harassment ,humiliation, eventually to be thrown out of the organization for no valid reason.",organization
Equality...is the result of human organization. We are not born equal.,organization
"First comes thought; then organization of that thought, into ideas and plans; then transformation of those plans into reality. The beginning, as you will observe, is in your imagination.",organization
"Gary Fixter - A CEO or Chief Executive Officer is somebody who is in charge of expanding the estimation of the organization. In automotive companies too, CEOs have to play a vital role and here, growth in a nutshell means 'selling more cars'. See more details about cars of ceo Gary Fixter and click here……. https://garyfixter00.blogspot.com/",organization
"Happiness lies neither in vice nor in virtue; but in the manner we appreciate the one and the other, and the choice we make pursuant to our individual organization.",organization
He who expects the respect from others for himself could neither get along well with any woman especially his wife nor can stay for a long period in a job of any organization in his life.,organization
"Longer the time duration of the job interview process and its rounds, higher the humiliation of the job aspirants by the organization and bigger the intention of selection of the foolish candidates for the vacant position.",organization
"People who claim to be motivational speakers or advisers or coaches or mentors or corporate trainers , but secretly communicate through the session the intention of company's board executives to the employees are actually BOOTLICKERs. Their job is to fool or suppress employees. But if they don't do it like this, then no private organization will hire them.They can be observed often boozing or partying.",organization
"Politics, whatever its professions, has always been the systematic organization of hatreds.",organization
"Private corporation is like a slaughter house where the humanity is butchered every day and night in the form of humiliation and atrocity on employees. The more the organization is exposed, the more it increases harassment.",organization
The achievements of an organization are the results of the combined effort of each individual.,organization
"The day an organization realizes they’ve been hacked they’ll hire a forensic team to analyze the network only to identify the reality that they were hacked months or years ago, they just didn’t know it.",organization
The only thing that's been a worse flop than the organization of non-violence has been the organization of violence.,organization
The single most important factor in determining the climate of an organization is the top executive.,organization
There are two kinds of employees-those who do the work and those who take the credit. Be in the first group and face exploitation with humiliation only ; Get in the second group and reach fast to the position of the president or director in the private organization and have fun.,organization
There are two kinds of employees-those who do the work and those who take the credit. Get in the second group and rise rapidly to the rank of the president or director of the private organization.,organization
"There is less problem with the education system and more with the intention of those people who are authorized to recruit talented, educated guys as employees for the private organization",organization
"War, what is it good for? With the same socialist elites backing both sides, it's good for business. It's good for creating chaos and destruction. It's good for launching new global organizations, in the aftermath; organizations that exert a level of control and reach that didn't exist before. It's good for launching organizations like the United Nations and the European Union and the World Trade Organization--dedicated to Globalism, which in turn is dedicated to planned civilization, in which the individual is demeaned and the group is All. Freedom is demeaned; and dominance by the few over the many is hailed as peace in our time.",organization
"***(c) I KNOW FOR A FACT THAT THERE ARE HOSPITALS AND SOME RESTAURANTS, AND OTHER FOOD ESTABLISHMENTS IN AMERICA THAT- THROW AWAY GOOD FOOD- INSTEAD OF GIVING IT TO PEOPLE IN NEED, SUCH AS THE HOMELESS, SICK AND INFIRM, AND THOSE IN POOR AREAS. WHEN I ASK ABOUT THIS I AM TOLD THAT- THE GOVERNMENTAL REGULATIONS FORBID THEM TO GIVE IT AWAY TO THOSE IN NEED BECAUSE OF IMPENDING LEGAL PROBLEMS WHICH MAY ARISE. WHAT A DAMN SHAME! I FIND MYSELF HELPING TO FEED THE -STREET PEOPLE- ON MY OWN ACCORD AND RESOURCES. THEY ALSO HAVE TOLD ME THEIR STORIES.",food
A house is no home unless it contains food and fire for the mind as well as the body.,food
A society that thinks the choice between ways of living is just a choice between equally eligible 'lifestyles' turns universities into academic cafeterias offering junk food for the mind.,food
"Appreciation gives rise to motivation/multiplication. Let's take this as a case study. When Jesus Christ was faced with the task of feeding a multitude. The scripture says that he (Jesus Christ) first and foremost gave thanks to God. And just because he gave thanks to God. God was motivated to multiply the five loaves of bread/two fishes which he already had. Now that's why he (Jesus Christ) miraclously fed/overfed at a time 5,000 men excluding women and children, scripture reference (Mattew 14 and verse 17 through 21). Anyway, that evidently proves, appreciation truly gives rise to motivation which eventually leads to multiplication. Have you been unappreciative to God/your fellow humans all these while? If YES then, you've got to learn to appreciate your fellow humans. But most importantly, do appreciate God all the time/way even in time of scarcity/insufficiency of resources like money/food stuffs. Because if you dare to appreciate him (God) at all times. Then, he will be motivated to multiply whatever you have until you are wholly gratified/satisfied.",food
"As base a thing as money often is, yet it can be transmuted into everlasting treasure. It can be converted into food for the hungry and clothing for the poor. Any temporal possession can be turned into everlasting wealth. Whatever is given to Christ is immediately touched with immortality. (A.W. Tozer)",food
"But I have always liked bird dogs better than kennel-fed dogs myself--you know, one that will get out and hunt for food rather than sit on his fanny and yell.",food
Conversation is the enemy of good wine and food.,food
eat the food from the pigs snout. it got me to be PriceMinister.,food
Eat your food as your medicines. otherwise you have to eat medicines as your food,food
"Every prayer is a need or a lack of something. That's why the rich man doesn't ask for food, but for good health throughout the year.",food
"God once said :""You have to share: the rich will have the food and the poor will have... appetite"".",food
Good food ends with good talk.,food
"I have been assured by a very knowing American of my acquaintance in London, that a young healthy child well nursed is at a year old a most delicious, nourishing, and wholesome food, whether stewed, roasted, baked, or boiled, and I make no doubt that it will equally serve in a fricassee, or a ragout.",food
"I was 11 when the Germans invaded Holland. I remember seeing the planes flying overhead and sensing the great agitation of my parents. I thought we might get bombed or we might not get enough food, but the idea that we faced another threat because we were Jewish didn’t even enter my head. My mother was a Parisian Catholic, and although my father had registered us as Jewish in Amsterdam in 1938 — he wanted us to be part of the Jewish community, like the rest of his Dutch family — my older sister and I weren’t really brought up as Jewish.",food
"If a man can walk, he should... at least away from the junk food store. -Johnny The Walker",food
"If you are going to a destination where the food might be more exotic than usual, always err on the side of caution.",food
"If you complain about the taste of food, it means you are not hungry.",food
"If you have food on your table, clothes on your back, a roof over your head, and a dream in your heart, you have everything you need in life.",food
"If you're going to America, bring your own food.",food
"In the cage there is food, not much, but there is food-outside are only great stretches of freedom.",food
"It was the Law of the Sea, they said. Civilization ends at the waterline. Beyond that, we all enter the food chain, and not always right at the top.",food
"Microwave Oven - When you zap, your food turns to crap. -Johnny The Walker",food
"Most of you have been where I am tonight. The crash site of unrequited love. You ask yourself, How did I get here What was it about Was it her smile Was it the way she crossed her legs, the turn of her ankle, the poignant vulnerability of her slender wrists What are these elusive and ephemeral things that ignite passion in the human heart That's an age-old question. It's perfect food for thought on a bright midsummer's night.",food
Motivation is like food for the brain. You cannot get enough in one sitting. It needs continual and regular top up's.,food
"I do all the exercises every morning in front of the television - up, down, up, down, up, down. Then the other eyelid.",television
"I find television very educating. Every time somebody turns on the set, I go into the other room and read a book.",television
I find women with well developed flesh very attractive. The scrawny little things doing commercials on my television set are slightly repulsive -- like famine victims.,television
"In addition to her television success, she's an advocate and philanthropist, lending her voice to those who don't have one, and spreading kindness and joy through the power of her platform.",television
"It's massive and people are so lovely here, the atmosphere is just amazing, when you see it on television it seems so small but when you're here, wow.",television
"Like winds and sunsets, wild things were taken for granted until progress began to do away with them. Now we face the question whether a still higher 'standard of living' is worth its cost in things natural, wild and free. For us of the minority, the opportunity to see geese is more important that television.",television
"My mother was born in Scotland, in the Hebrides, in Stornoway, so that's serious Scotland. And she was a great woman, whenever anything was on about, ceremonial about the Queen she could sit at the television and just watch it. She had great respect for the Queen and for everything (she) represents.",television
"One of the few good things about modern times: If you die horribly on television, you will not have died in vain. You will have entertained us.",television
"Television has done much for psychiatry by spreading information about it, as well as contributing to the need for it.",television
Television has raised writing to a new low.,television
"Television is a medium of entertainment which permits millions of people to listen to the same joke at the same time, and yet remain lonesome.",television
"Television news is like a lightning flash. It makes a loud noise, lights up everything around it, leaves everything else in darkness and then is suddenly gone.",television
The television is an invention that permits you to be entertained in your living room by people you wouldn't have in your home.,television
"While I was shooting for Kahaani …I got a call from the director of Coffee House – Gurbir Singh. He asked me whether I was ready to take up a role in his film. Not many people are aware that Gurbirji was the person who offered me my first role in television – for a show called Dastoor. Those days I was a greenhorn, but still he had faith in my capabilities and offered me the role. Since the offer of Coffee House came from him, I definitely had to give it a good thought. Plus, many times it has happened in my life – and perhaps in everyone's life – while talking to someone about a project, an instinct tells you that it is something good for you. There may apparently be no rhyme or reason, but you do sense an inner voice telling you that it will be good. I got the same feeling with this film. Plus my saying yes also meant me saying thank you to him for restoring his faith in me.",television
"I find television very educational. The minute somebody turns it on, I go to the library and read a good book.",television
"Back to you...........f*ckers!"" Said while speaking on live television from Niagra Falls.",television
"In the past, to subjugate the people, the powerful used force, laws and religion; now, they also have football and television.",television
Television is chewing gum for the eyes.,television
The human race is faced with a cruel choice: work or daytime television.,television
"Gabriel Have you ever heard of Harry Houdini Well he wasn't like today's magicians who are only interested in television ratings. He was an artist. He could make an elephant disappear in the middle of a theater filled with people, and do you know how he did that Misdirection.",television
"A new kind of award has been added -- the deathbed award. It is not an award of any kind. Either the recipient has not acted at all, or was not nominated, or did not win the award the last few times around. It is intended to relieve the guilty conscience of the Academy members and save face in front of the public. The Academy has the horrible taste to have a star, choking with emotion, present this deathbed award so that there can be no doubt in anybody's mind why the award is so hurriedly given. Lucky is the actor who is too sick to watch the proceedings on television.",television
Everyone has a purpose in life. Perhaps yours is watching television.,television
